                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    125,                0.32605,                0.18276,                0.84564,                0.90242,                0.85512,                0.90357,                0.66341,                0.72537,                0.28367,                 1.0689,               0.005908,               0.005908,               0.005908
                    126,                0.32364,                0.18223,                0.84635,                0.88045,                0.88878,                0.90605,                0.66691,                0.72532,                0.28642,                 1.0693,               0.005875,               0.005875,               0.005875
                    127,                0.32274,                0.18177,                0.84284,                0.89819,                0.86842,                0.90341,                0.66342,                0.72554,                0.28766,                 1.0698,               0.005842,               0.005842,               0.005842
                    128,                0.32062,                0.18068,                 0.8396,                0.89418,                0.88213,                0.90607,                0.66082,                0.72675,                0.28501,                 1.0604,               0.005809,               0.005809,               0.005809
                    129,                0.31821,                0.18117,                0.83905,                0.90474,                 0.8779,                0.90763,                0.66394,                0.72909,                0.28393,                 1.0565,               0.005776,               0.005776,               0.005776
                    130,                0.32102,                0.18131,                0.83952,                0.89452,                 0.8916,                0.90801,                0.66353,                0.72873,                0.28348,                 1.0536,               0.005743,               0.005743,               0.005743
                    131,                0.32186,                0.18408,                0.83931,                0.90119,                0.88515,                 0.9129,                0.66932,                0.72636,                0.28181,                 1.0482,                0.00571,                0.00571,                0.00571
                    132,                0.32139,                0.18247,                0.83807,                0.90561,                0.87486,                0.91779,                0.67259,                0.72548,                0.28416,                 1.0443,               0.005677,               0.005677,               0.005677
                    133,                0.31906,                0.18042,                0.84019,                 0.9064,                  0.872,                0.91561,                0.66869,                0.72429,                0.28224,                 1.0463,               0.005644,               0.005644,               0.005644
                    134,                0.31653,                0.18015,                  0.841,                0.90595,                0.86398,                0.91614,                0.67191,                0.72676,                0.28329,                 1.0535,               0.005611,               0.005611,               0.005611
                    135,                0.31608,                0.18025,                0.84073,                 0.8828,                0.88333,                0.91539,                0.67086,                0.72599,                 0.2831,                 1.0544,               0.005578,               0.005578,               0.005578
                    136,                0.31944,                0.17946,                0.83964,                0.89125,                0.87763,                0.91457,                0.66979,                 0.7245,                0.28454,                 1.0513,               0.005545,               0.005545,               0.005545
                    137,                0.31203,                0.17683,                0.83743,                0.88244,                0.88564,                0.91345,                 0.6703,                0.72506,                0.28154,                  1.054,               0.005512,               0.005512,               0.005512
                    138,                0.31232,                 0.1774,                0.84172,                 0.8789,                0.88709,                0.91352,                0.67354,                  0.724,                0.28368,                 1.0627,               0.005479,               0.005479,               0.005479
                    139,                0.31404,                0.17772,                0.84411,                0.88376,                0.88635,                0.91204,                0.67058,                0.72588,                0.28326,                 1.0731,               0.005446,               0.005446,               0.005446
                    140,                0.31189,                0.17838,                0.84404,                0.89835,                 0.8785,                0.91417,                0.67235,                0.72777,                0.28331,                 1.0802,               0.005413,               0.005413,               0.005413
                    141,                0.30998,                0.17762,                0.83969,                0.91053,                0.87467,                0.91558,                0.67105,                0.72884,                0.28545,                  1.078,                0.00538,                0.00538,                0.00538
                    142,                0.30734,                0.17663,                  0.836,                0.89145,                0.88535,                0.91111,                 0.6693,                0.72671,                0.28454,                   1.07,               0.005347,               0.005347,               0.005347
                    143,                0.30962,                0.17695,                0.83784,                0.89017,                0.88233,                0.91016,                0.67253,                0.72619,                0.28294,                 1.0635,               0.005314,               0.005314,               0.005314
                    144,                 0.3087,                0.17669,                0.83817,                0.89334,                0.88635,                  0.915,                0.67279,                0.72564,                 0.2854,                 1.0589,               0.005281,               0.005281,               0.005281
                    145,                0.30406,                0.17376,                0.83894,                0.88931,                 0.8832,                0.91509,                0.67764,                0.72528,                0.28467,                 1.0651,               0.005248,               0.005248,               0.005248
                    146,                0.30256,                0.17303,                0.83731,                  0.924,                0.86039,                0.91363,                 0.6724,                0.72673,                 0.2857,                 1.0702,               0.005215,               0.005215,               0.005215
                    147,                0.30567,                0.17519,                0.83965,                0.93348,                0.85635,                0.91233,                0.67014,                0.72579,                0.28651,                 1.0736,               0.005182,               0.005182,               0.005182
                    148,                0.30346,                0.17357,                0.83469,                0.92402,                0.85988,                0.91173,                0.66983,                0.72538,                0.28602,                 1.0701,               0.005149,               0.005149,               0.005149
                    149,                0.30197,                 0.1718,                0.83529,                0.93579,                0.84663,                0.91367,                0.67207,                0.72525,                0.28315,                  1.067,               0.005116,               0.005116,               0.005116
                    150,                0.29947,                0.17102,                0.83424,                 0.9383,                0.85032,                0.91271,                 0.6712,                0.72517,                0.28309,                 1.0654,               0.005083,               0.005083,               0.005083
                    151,                0.30201,                0.17195,                0.83621,                0.94019,                0.84893,                0.91328,                0.67265,                0.72542,                0.28354,                 1.0643,                0.00505,                0.00505,                0.00505
                    152,                0.29984,                0.17079,                0.83355,                0.91622,                0.85773,                 0.9123,                0.67182,                0.72652,                0.28361,                 1.0643,               0.005017,               0.005017,               0.005017
                    153,                0.29799,                0.17085,                0.83189,                0.91389,                0.85815,                0.91087,                0.66952,                0.72637,                0.28188,                 1.0632,               0.004984,               0.004984,               0.004984
                    154,                0.30041,                0.17185,                0.83651,                0.90387,                  0.865,                0.90756,                0.66881,                0.72571,                0.28067,                  1.062,               0.004951,               0.004951,               0.004951
                    155,                 0.2953,                 0.1692,                0.83355,                0.90734,                0.86157,                 0.9072,                0.66726,                0.72603,                0.28206,                 1.0623,               0.004918,               0.004918,               0.004918
                    156,                0.29369,                0.16687,                0.83071,                0.91044,                 0.8646,                0.90822,                0.66847,                 0.7262,                0.28239,                 1.0609,               0.004885,               0.004885,               0.004885
                    157,                0.29707,                 0.1691,                0.83251,                0.91315,                0.85635,                0.90898,                0.66986,                 0.7257,                0.28085,                 1.0599,               0.004852,               0.004852,               0.004852
                    158,                0.29516,                0.16936,                0.83204,                0.90963,                0.85497,                0.90921,                0.67167,                0.72636,                0.27989,                 1.0594,               0.004819,               0.004819,               0.004819
                    159,                 0.2983,                0.17044,                0.83213,                 0.9106,                0.85821,                0.90822,                0.67311,                0.72596,                0.27911,                 1.0583,               0.004786,               0.004786,               0.004786
                    160,                0.29412,                0.16725,                0.83364,                0.89728,                0.86666,                0.90471,                0.67192,                0.72476,                0.27792,                 1.0596,               0.004753,               0.004753,               0.004753
                    161,                 0.2953,                0.16857,                0.83499,                0.90317,                 0.8656,                0.90369,                0.67038,                0.72504,                0.27982,                 1.0628,                0.00472,                0.00472,                0.00472
                    162,                0.29644,                0.16873,                0.83703,                0.90513,                 0.8652,                0.90458,                0.67041,                0.72464,                  0.281,                 1.0648,               0.004687,               0.004687,               0.004687
                    163,                0.29102,                 0.1675,                0.83559,                0.91154,                0.86464,                0.90672,                0.67287,                 0.7242,                0.28138,                 1.0671,               0.004654,               0.004654,               0.004654
                    164,                0.29048,                0.16635,                0.83103,                0.90787,                0.86177,                0.90712,                 0.6739,                0.72354,                0.28265,                 1.0661,               0.004621,               0.004621,               0.004621
                    165,                0.29123,                0.16507,                0.83191,                0.91231,                0.85777,                0.90836,                0.67409,                0.72235,                0.28225,                 1.0646,               0.004588,               0.004588,               0.004588
                    166,                0.28794,                0.16535,                0.83079,                0.91043,                0.85755,                0.90886,                0.67404,                0.72319,                 0.2831,                 1.0659,               0.004555,               0.004555,               0.004555
                    167,                0.28969,                0.16573,                0.83478,                0.90337,                0.86862,                0.91083,                0.67636,                 0.7233,                0.28347,                 1.0686,               0.004522,               0.004522,               0.004522
                    168,                0.28927,                 0.1651,                 0.8351,                0.91189,                0.87086,                0.91007,                0.67721,                0.72329,                0.28436,                 1.0733,               0.004489,               0.004489,               0.004489
                    169,                0.28656,                0.16521,                0.83456,                0.91393,                0.86125,                0.90829,                 0.6733,                0.72382,                0.28522,                  1.077,               0.004456,               0.004456,               0.004456
                    170,                 0.2855,                0.16521,                0.83345,                0.90712,                 0.8654,                0.90656,                0.67321,                0.72445,                0.28478,                 1.0781,               0.004423,               0.004423,               0.004423
                    171,                0.28419,                0.16268,                0.83029,                0.90163,                0.86528,                0.90738,                0.67291,                 0.7235,                  0.284,                 1.0759,                0.00439,                0.00439,                0.00439
                    172,                0.28193,                0.16093,                0.82875,                0.90387,                0.86942,                0.90764,                0.67337,                 0.7231,                0.28523,                 1.0744,               0.004357,               0.004357,               0.004357
                    173,                0.28125,                0.16083,                0.83023,                0.90164,                0.86719,                0.90861,                0.67345,                0.72268,                0.28478,                 1.0737,               0.004324,               0.004324,               0.004324
                    174,                0.28249,                0.16508,                0.82926,                0.89752,                0.86962,                0.90985,                 0.6763,                0.72186,                0.28306,                 1.0695,               0.004291,               0.004291,               0.004291
                    175,                0.28078,                0.16172,                0.82983,                0.89322,                0.86636,                0.90952,                0.67588,                0.72102,                0.28389,                 1.0679,               0.004258,               0.004258,               0.004258
                    176,                0.27907,                0.16126,                0.82821,                0.89649,                0.86888,                0.90909,                0.67565,                0.72095,                0.28474,                 1.0672,               0.004225,               0.004225,               0.004225
                    177,                0.27996,                 0.1623,                0.82838,                0.89802,                0.86902,                0.90787,                0.67407,                0.72088,                 0.2857,                 1.0675,               0.004192,               0.004192,               0.004192
                    178,                0.28077,                0.16183,                0.82815,                0.90189,                0.86287,                 0.9084,                0.67518,                0.72099,                0.28604,                 1.0668,               0.004159,               0.004159,               0.004159
                    179,                0.27898,                0.16245,                0.82696,                0.89353,                0.87245,                0.90857,                0.67663,                  0.721,                0.28673,                 1.0658,               0.004126,               0.004126,               0.004126
                    180,                0.27615,                0.16077,                0.82872,                0.89843,                0.87265,                 0.9081,                0.67508,                0.72019,                0.28819,                 1.0664,               0.004093,               0.004093,               0.004093
                    181,                 0.2764,                0.16035,                0.82757,                0.90311,                0.87211,                 0.9083,                0.67517,                0.71986,                0.28704,                  1.066,                0.00406,                0.00406,                0.00406
                    182,                0.27585,                0.16017,                0.82606,                0.90157,                0.86922,                0.90785,                0.67614,                0.72007,                0.28767,                 1.0657,               0.004027,               0.004027,               0.004027
                    183,                 0.2753,                0.15848,                0.82775,                0.91045,                0.85863,                0.90732,                0.67573,                0.71985,                0.28859,                 1.0661,               0.003994,               0.003994,               0.003994
                    184,                 0.2737,                0.15856,                0.83037,                0.90249,                0.86632,                0.90738,                0.67551,                0.71934,                0.28821,                 1.0664,               0.003961,               0.003961,               0.003961
                    185,                0.27482,                0.16066,                0.82909,                0.91655,                0.85748,                0.90634,                0.67304,                0.71895,                0.28749,                  1.067,               0.003928,               0.003928,               0.003928
                    186,                0.27396,                 0.1586,                0.82835,                0.92024,                0.85197,                0.90579,                0.67454,                0.71839,                0.28712,                 1.0668,               0.003895,               0.003895,               0.003895
                    187,                0.27141,                0.15742,                 0.8268,                0.92886,                 0.8513,                0.90627,                0.67498,                0.71823,                0.28562,                  1.067,               0.003862,               0.003862,               0.003862
                    188,                0.27419,                 0.1573,                0.82798,                0.92003,                0.86197,                0.90889,                0.67653,                0.71805,                 0.2858,                 1.0664,               0.003829,               0.003829,               0.003829
                    189,                0.27248,                0.15728,                0.82796,                0.92353,                0.86185,                 0.9092,                0.67638,                0.71811,                0.28494,                 1.0663,               0.003796,               0.003796,               0.003796
                    190,                0.27239,                 0.1577,                0.82806,                0.92363,                0.86382,                0.91077,                0.67824,                0.71837,                0.28433,                 1.0663,               0.003763,               0.003763,               0.003763
                    191,                 0.2736,                0.15772,                0.82671,                0.92036,                0.86211,                0.91079,                0.67726,                0.71871,                0.28424,                  1.066,                0.00373,                0.00373,                0.00373
                    192,                0.27071,                0.15778,                0.82311,                0.92096,                0.86197,                   0.91,                0.67773,                0.71864,                0.28431,                 1.0646,               0.003697,               0.003697,               0.003697
                    193,                0.26899,                0.15692,                0.82358,                0.92637,                0.85723,                0.91057,                0.67855,                0.71841,                0.28428,                 1.0635,               0.003664,               0.003664,               0.003664
                    194,                0.26941,                0.15519,                0.82582,                0.92002,                 0.8582,                0.91135,                0.67766,                0.71872,                0.28416,                  1.063,               0.003631,               0.003631,               0.003631
                    195,                0.26612,                0.15519,                0.82408,                0.91683,                 0.8614,                0.91104,                0.67791,                0.71905,                0.28364,                 1.0624,               0.003598,               0.003598,               0.003598
                    196,                 0.2654,                0.15326,                0.82434,                0.91035,                0.85999,                0.91219,                 0.6781,                0.71883,                0.28301,                 1.0621,               0.003565,               0.003565,               0.003565
                    197,                0.26266,                0.15277,                0.82279,                0.91028,                0.85958,                0.91212,                0.67697,                0.71877,                0.28326,                  1.062,               0.003532,               0.003532,               0.003532
                    198,                0.26511,                0.15272,                0.82586,                0.91079,                0.85905,                0.90991,                0.67719,                0.71861,                 0.2829,                 1.0618,               0.003499,               0.003499,               0.003499
                    199,                 0.2658,                0.15316,                0.82669,                0.91822,                0.85835,                0.91166,                0.67762,                0.71846,                0.28292,                 1.0621,               0.003466,               0.003466,               0.003466
                    200,                 0.2653,                0.15266,                0.82347,                0.91938,                0.85512,                0.91154,                0.67869,                0.71876,                0.28263,                 1.0622,               0.003433,               0.003433,               0.003433
                    201,                0.26069,                0.15241,                0.82607,                0.91756,                0.85855,                0.91138,                0.67714,                0.71881,                0.28333,                  1.063,                 0.0034,                 0.0034,                 0.0034
                    202,                0.26128,                0.15157,                0.82498,                 0.9172,                0.85858,                0.91212,                0.67655,                0.71913,                0.28338,                 1.0638,               0.003367,               0.003367,               0.003367
                    203,                0.25932,                0.15235,                 0.8212,                0.91645,                0.85852,                0.91189,                0.67607,                0.71931,                 0.2834,                 1.0642,               0.003334,               0.003334,               0.003334
                    204,                0.25979,                0.15155,                0.82256,                0.91367,                0.85922,                0.91353,                0.67574,                0.71952,                0.28369,                 1.0647,               0.003301,               0.003301,               0.003301
                    205,                0.25856,                0.14985,                0.82356,                0.91368,                0.86113,                0.91264,                0.67695,                0.71963,                0.28321,                 1.0649,               0.003268,               0.003268,               0.003268
                    206,                0.25943,                0.15106,                0.82539,                0.91359,                0.86222,                0.91114,                0.67639,                0.71999,                0.28289,                 1.0655,               0.003235,               0.003235,               0.003235
                    207,                0.25584,                0.14973,                0.82296,                0.91379,                0.86197,                0.91122,                0.67696,                0.72007,                0.28242,                 1.0662,               0.003202,               0.003202,               0.003202
                    208,                0.25591,                0.14915,                0.82133,                0.91327,                0.85872,                0.91083,                0.67796,                0.72026,                0.28203,                 1.0669,               0.003169,               0.003169,               0.003169
                    209,                0.25526,                 0.1496,                0.82037,                 0.9043,                 0.8622,                0.91314,                 0.6779,                0.72071,                0.28172,                 1.0673,               0.003136,               0.003136,               0.003136
                    210,                0.25167,                0.14833,                0.81866,                 0.9162,                0.86177,                0.91269,                0.67686,                0.72088,                0.28238,                 1.0675,               0.003103,               0.003103,               0.003103
                    211,                0.25184,                 0.1473,                0.82107,                0.91709,                0.86143,                0.91279,                0.67682,                0.72052,                0.28209,                 1.0674,                0.00307,                0.00307,                0.00307
                    212,                0.25439,                0.14995,                0.82014,                0.91524,                0.86171,                0.91345,                0.67706,                 0.7206,                0.28237,                 1.0674,               0.003037,               0.003037,               0.003037
                    213,                0.25116,                0.14765,                0.82183,                0.91715,                0.86137,                0.91366,                0.67652,                0.72048,                0.28148,                 1.0674,               0.003004,               0.003004,               0.003004
                    214,                0.24593,                0.14626,                0.82062,                0.91106,                0.86424,                 0.9143,                0.67805,                0.72086,                0.28216,                  1.068,               0.002971,               0.002971,               0.002971
                    215,                0.24802,                0.14528,                0.82087,                0.91125,                 0.8647,                0.91315,                0.67676,                 0.7211,                0.28215,                 1.0689,               0.002938,               0.002938,               0.002938
                    216,                0.24852,                0.14511,                0.82107,                0.92661,                0.85292,                0.91096,                0.67682,                0.72149,                0.28249,                 1.0695,               0.002905,               0.002905,               0.002905
                    217,                0.24886,                0.14529,                0.82068,                 0.9083,                0.86704,                0.91374,                 0.6772,                0.72186,                0.28279,                   1.07,               0.002872,               0.002872,               0.002872
                    218,                0.24648,                0.14457,                 0.8195,                0.90671,                0.86907,                0.91255,                0.67649,                0.72185,                0.28231,                 1.0703,               0.002839,               0.002839,               0.002839
                    219,                0.24507,                0.14452,                0.81921,                0.90859,                0.86911,                0.91218,                0.67629,                0.72175,                0.28194,                 1.0705,               0.002806,               0.002806,               0.002806
                    220,                0.24583,                0.14448,                0.82014,                0.90815,                 0.8691,                 0.9094,                0.67548,                0.72182,                0.28148,                 1.0707,               0.002773,               0.002773,               0.002773
                    221,                0.24516,                0.14456,                0.81879,                0.90552,                0.87108,                0.90945,                0.67522,                0.72179,                0.28222,                 1.0708,                0.00274,                0.00274,                0.00274
                    222,                0.24391,                0.14409,                0.81877,                0.90333,                0.87245,                0.90949,                0.67515,                0.72196,                0.28252,                 1.0711,               0.002707,               0.002707,               0.002707
                    223,                0.24432,                0.14276,                0.82028,                 0.9002,                0.87282,                0.90915,                  0.674,                0.72209,                0.28292,                 1.0714,               0.002674,               0.002674,               0.002674
                    224,                0.24354,                0.14202,                 0.8209,                0.90019,                0.87301,                 0.9103,                 0.6754,                0.72218,                0.28245,                 1.0718,               0.002641,               0.002641,               0.002641
                    225,                0.24236,                0.14208,                0.82182,                0.90377,                 0.8767,                0.91043,                0.67497,                0.72233,                0.28269,                 1.0722,               0.002608,               0.002608,               0.002608
                    226,                0.24054,                0.14235,                0.82237,                0.90345,                 0.8754,                0.91073,                0.67533,                0.72249,                0.28294,                 1.0725,               0.002575,               0.002575,               0.002575
                    227,                0.23915,                0.14013,                0.82065,                0.90342,                0.87542,                0.91065,                0.67446,                0.72237,                0.28288,                 1.0727,               0.002542,               0.002542,               0.002542
                    228,                0.24093,                 0.1426,                0.82202,                0.90323,                0.87435,                0.91052,                0.67434,                0.72246,                0.28371,                 1.0732,               0.002509,               0.002509,               0.002509
                    229,                0.24183,                0.14269,                0.82194,                0.90323,                0.87316,                  0.911,                0.67504,                0.72247,                0.28351,                 1.0734,               0.002476,               0.002476,               0.002476
                    230,                0.23716,                0.13876,                0.81919,                0.90305,                0.87341,                0.91064,                0.67479,                 0.7222,                0.28336,                 1.0734,               0.002443,               0.002443,               0.002443
                    231,                0.23723,                 0.1397,                0.81975,                0.90284,                  0.873,                0.91095,                0.67517,                0.72251,                0.28385,                 1.0741,                0.00241,                0.00241,                0.00241
                    232,                0.23637,                0.13968,                0.81698,                0.90325,                0.87205,                0.91107,                0.67538,                0.72262,                0.28392,                 1.0743,               0.002377,               0.002377,               0.002377
                    233,                0.23567,                0.13952,                0.81875,                0.90282,                0.87269,                0.91086,                0.67505,                 0.7225,                0.28408,                 1.0745,               0.002344,               0.002344,               0.002344
                    234,                0.23537,                0.13919,                0.81931,                0.90298,                0.87277,                0.91097,                 0.6754,                 0.7227,                0.28444,                 1.0748,               0.002311,               0.002311,               0.002311
                    235,                0.23391,                0.13778,                0.81738,                0.90274,                0.87242,                0.91089,                0.67549,                0.72252,                0.28424,                  1.075,               0.002278,               0.002278,               0.002278
                    236,                0.23289,                0.13864,                0.81981,                0.90326,                0.87205,                0.91113,                0.67513,                0.72241,                0.28443,                 1.0756,               0.002245,               0.002245,               0.002245
                    237,                0.23163,                0.13666,                0.81697,                0.90523,                0.87205,                0.91105,                0.67533,                0.72201,                0.28446,                  1.076,               0.002212,               0.002212,               0.002212
                    238,                0.23188,                0.13693,                0.81793,                 0.9058,                0.87209,                0.91098,                0.67561,                0.72206,                0.28481,                 1.0765,               0.002179,               0.002179,               0.002179
                    239,                0.23203,                0.13742,                 0.8191,                0.90594,                0.87205,                0.91091,                0.67454,                0.72178,                  0.284,                 1.0769,               0.002146,               0.002146,               0.002146
                    240,                0.23063,                0.13667,                0.81827,                0.93275,                0.85372,                0.91101,                0.67554,                0.72145,                0.28438,                 1.0771,               0.002113,               0.002113,               0.002113
                    241,                0.22876,                0.13566,                0.81619,                0.90535,                0.87507,                 0.9109,                0.67561,                0.72143,                0.28449,                 1.0773,                0.00208,                0.00208,                0.00208
                    242,                0.23037,                0.13699,                0.81864,                0.90423,                0.87544,                0.91067,                 0.6753,                0.72131,                0.28465,                 1.0778,               0.002047,               0.002047,               0.002047
                    243,                0.22859,                 0.1364,                0.81863,                0.90367,                0.87547,                0.91064,                0.67499,                0.72127,                0.28508,                 1.0781,               0.002014,               0.002014,               0.002014
                    244,                0.22815,                0.13545,                0.81772,                0.90377,                0.87547,                0.91046,                0.67519,                 0.7213,                0.28478,                 1.0783,               0.001981,               0.001981,               0.001981
                    245,                0.22923,                0.13514,                0.81692,                0.90382,                0.87547,                0.91027,                0.67486,                0.72125,                0.28492,                 1.0787,               0.001948,               0.001948,               0.001948
                    246,                0.22773,                  0.134,                0.81539,                0.90296,                0.87547,                0.90895,                 0.6744,                0.72129,                0.28483,                 1.0789,               0.001915,               0.001915,               0.001915
                    247,                0.22594,                0.13407,                0.81484,                0.90162,                0.87547,                0.90897,                0.67512,                0.72134,                0.28516,                 1.0791,               0.001882,               0.001882,               0.001882
                    248,                0.22515,                0.13276,                0.81562,                0.90279,                0.87547,                0.90914,                0.67494,                0.72125,                0.28562,                 1.0792,               0.001849,               0.001849,               0.001849
                    249,                0.22395,                0.13184,                0.81637,                0.90181,                0.87547,                0.90955,                0.67459,                0.72119,                0.28565,                 1.0793,               0.001816,               0.001816,               0.001816
                    250,                0.22412,                0.13295,                0.81292,                0.90161,                0.87547,                0.90936,                 0.6736,                0.72128,                0.28543,                 1.0796,               0.001783,               0.001783,               0.001783
